,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Ac,0.0,0.0,0.010630290226051364,0.0,0.0,0.0,0.010718811243024139,0.0036932523985278754,0.0,0.0,0.0,0.5817015029149778,0.0,0.0,0.020468844673358567,0.01710173502234063,0.0,0.0,0.0,0.0
I,0.0334862057875517,0.0,0.028218050302002532,0.0,0.0,0.0,0.0,0.0,0.0,0.08919094898406843,0.0,0.0,0.0,0.0,0.608165657911297,0.0,0.0,0.0,0.0,0.0
Mo,0.13301444921211963,0.0,0.19238803192501766,0.0,0.0,0.0,0.010197163659797453,0.030975450457977463,0.0,0.0476625574320953,0.16777310362392983,0.0,0.0,0.0,0.0002677769820965616,0.0,0.0,0.0,0.0,0.0
Kr,0.0,0.0,0.0,0.0,0.0,0.0,0.6585177022096956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As,0.012798390194875808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02277772882398296,0.0010865703430510197,0.0,0.026475940133979393,0.0,0.0,0.023424491513503745,0.0,0.33664525218861374,0.0,0.4358663853797783,0.0
Ce,0.0,0.029400691087750536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5225616635022945,0.0,0.0,0.0,0.0,0.0745474341935868,0.0,0.0,0.0,0.02417296409712995
Fe,0.0,0.0025403949975446524,0.0,0.0,0.0,0.0,0.0,0.5533886531976862,0.010923364421602853,0.0,0.0,0.012982287871396637,0.0,0.0,0.010438566087152486,0.0,0.03828357971470326,0.0,0.0,0.004522942325246696
Cr,0.005619057644284495,0.0,0.0,0.0,0.0,0.00925935942948229,0.0,0.134977000701316,0.08551016430435417,0.36787103492645573,0.0,0.0,0.0,0.0,0.0,0.0,0.015592286897037538,0.0,0.0,0.10538814721424875
H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008253530762857836,0.0,0.0,0.0,0.0,0.02798782494667705,0.0,0.0,0.4029844005964933,0.013414351404613634,0.01906041695012036
Zn,0.0,0.0,0.014008095483762518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10366542848674654,0.0,0.02081357595489742,0.6144566817199232,0.0,0.0,0.0
Zr,0.04195050743580307,0.0,0.05863826508695087,0.0,0.5224243415963116,0.025032449449895168,0.0,0.0,0.0,0.0,0.0,0.006773880416765431,0.035391603375057756,0.02599256584134503,0.022587093961674843,0.0,0.00231244304640964,0.0024025863462969663,0.0,0.0
Ti,0.14743592855404397,0.04677415444713001,0.017684813250005166,0.0,0.2106840955658455,0.0,0.016060716960059028,0.06669949470616567,0.030220668493866017,0.0,0.05055795865031826,0.025834144780176947,0.0,0.05672253806815212,0.0,0.0,0.028849065887948368,0.009182717704513519,0.0,0.02618769576189492
Cs,0.0099617928967829,0.0,0.0,0.31080020303010286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013186266934169391,0.0,0.0
Re,0.0,0.0,0.21161865607236738,0.0006359339464825782,0.002213043637063637,0.0,0.0,0.0,0.0,0.3621222744682217,0.0,0.008491224803531386,0.01453180954405298,0.035846845160813455,0.0,0.0,0.0,0.02779940618594903,0.0038217083641368835,0.0
Ir,0.03458578110640277,0.0,0.46143634262220967,0.0,0.0,0.0,0.0,0.0,0.0,0.27506736133722204,0.0,0.010443674860684673,0.0,0.0,0.0,0.0008028524397013795,0.0,0.0,0.0016869564699720856,0.0
C,0.030327330251459325,0.0,0.0,0.0,0.001058164194582405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0099443686420568
In,0.0,0.0,0.013791555640928994,0.004148117925087821,0.0,0.026302977386246096,0.0,0.0,0.567142886160739,0.0,0.0,0.0,0.04416390007345748,0.0,0.02346191825389054,0.0,0.025359762765155433,0.015382002131289945,0.0,0.0
Pb,0.023677584409246426,0.0,0.0,0.0,0.0,0.34461382613864483,0.04677885938621215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247329181241303,0.0,0.4531536080646462,0.0,0.0,0.03520258729972557
Pr,0.003946161724154443,0.38932543739597547,0.0797870579611275,0.00217277275275024,0.0,0.01687748342330646,0.0,0.01488865592188205,0.0035187681425379474,0.0,0.042639193226416586,0.0320730456251763,0.09459092457055449,0.0,0.00344816211421464,0.0011440742662771086,0.0,0.0,0.0,0.0
Yb,0.0055079762968905125,0.3685398695724927,0.00506922683953562,0.0,0.0,0.0379351635362407,0.018536220240095186,0.0015372272206490736,0.02318623421840418,0.015519167605607292,0.0,0.04053507807674122,0.03132983615359895,0.014291534702375009,0.0,0.06408272742287818,0.003149011748125871,0.0,0.0005675060510341642,0.008310787120521532
